title,author,author_company,repo,number,closed,created_at,closed_at,updated_at,labels,thumbs_up,thumbs_down
2.10.0 breaks when installed on grafana 9.5.21,smparekh,Quindar,grafana/timestream-datasource,381,true,2025-03-03 18:59:50,2025-03-07 12:12:06,2025-03-07 12:12:06,"datasource/Timestream, type/bug",72,28
Docs feedback: loki.source.api missing documentation of grpc block,dehaansa,Grafana Labs,grafana/alloy,2889,false,2025-03-03 18:44:51,,2025-03-03 18:44:51,type/docs,69,31
Chore: Backend unit test only workflow,baldm0mma,,grafana/grafana,101529,true,2025-03-03 18:31:11,2025-03-06 19:28:02,2025-03-06 19:28:04,"type/ci, no-changelog, internal",67,33
Bug: Helm value api.prometheus_http_prefix  for grafana-distributed not working as documented,Jeansen,,grafana/mimir,10786,true,2025-03-03 18:04:32,2025-03-13 18:03:35,2025-03-13 18:03:35,"bug, helm",92,8
[Feature]: Add units constants,max-melentyev,,grafana/grafana-foundation-sdk,649,false,2025-03-03 17:41:52,,2025-03-03 17:41:52,enhancement,69,31
[v2] ServiceMonitor Selector field is not correct,petewall,Grafana Labs,grafana/k8s-monitoring-helm,1290,true,2025-03-03 14:33:04,2025-03-03 19:37:41,2025-03-03 19:37:42,,29,71
Dashboards: boolean filters are empty when Inspect.,gregoryb,,grafana/grafana,101518,false,2025-03-03 14:22:01,,2025-03-03 14:25:19,"type/bug, area/data/export, automated-triage, area/dashboard/variable",54,46
Dashboard URL path duplication when accessing Grafana behind Nginx (404 Not Found),vijayraoprasad,,grafana/grafana,101516,false,2025-03-03 14:02:32,,2025-03-12 10:51:07,"type/bug, area/backend, area/configuration, type/regression, automated-triage",54,46
App Version 2.4.19 is not working,cw-sanikachavan,,grafana/oncall,5474,true,2025-03-03 12:49:55,2025-03-17 06:23:06,2025-03-17 06:23:19,"bug, part:mobile",44,56
otelcol.connector.spanmetrics should initialise stale counter series at 0,dmurphyccs,,grafana/alloy,2888,false,2025-03-03 12:09:45,,2025-03-11 15:43:34,enhancement,43,57
Version Pinning Review Found Expired Pinned Versions,,,grafana/runner-images,142,false,2025-03-03 12:07:56,,2025-03-03 12:07:56,,59,41
Improve UX when Chrome is not detected,Llandy3d,@grafana,grafana/k6-studio,515,true,2025-03-03 11:18:48,2025-03-07 09:05:22,2025-03-07 09:05:22,enhancement,70,30
Read scenario config during execution,ihsaddamhussain,Omeys,grafana/k6,4600,false,2025-03-03 11:06:30,,2025-03-03 11:06:43,triage,9,91
"query return data in ""wide"" format without refid",xMiNiMaLx,,grafana/grafana-zabbix,1982,false,2025-03-03 10:51:12,,2025-03-17 18:54:12,,52,48
Feature: Homebrew installation method,gouthamve,Grafana Labs,grafana/k6-studio,514,false,2025-03-03 10:05:16,,2025-03-03 10:58:13,enhancement,76,24
Query Library: Error when using template variable for data source,aocenas,,grafana/grafana,101507,false,2025-03-03 10:02:04,,2025-03-13 13:17:51,"type/bug, internal",7,93
Tempo 2.6.1 stuck on compactor Starting and returns 503 on /ready,arnoldyahad,,grafana/tempo,4782,false,2025-03-03 09:37:58,,2025-03-05 16:11:28,,0,100
"Grafana Dashboard: with latest version of Grafana, dashboard is not accessible anymore",GNANASHREE97,,grafana/grafana,101505,false,2025-03-03 09:33:28,,2025-03-03 09:36:47,"type/bug, area/provisioning, automated-triage",19,81
More information in error scenario,zerok,Grafana Labs,grafana/grafana-ci-otel-collector,213,true,2025-03-03 08:22:32,2025-03-03 10:02:24,2025-03-03 10:02:24,,73,27
pyroscope.java can send JFR directly to the pyroscope database wihtout parsing,korniltsev,@grafana,grafana/alloy,2884,false,2025-03-03 08:18:19,,2025-03-03 08:18:25,"enhancement, area/pyroscope",52,48
"""Coming soon"" screen in the latest iOS/Android update with self hosted stack account.",boeing60,,grafana/oncall,5473,true,2025-03-03 08:10:57,2025-03-04 10:33:39,2025-03-04 10:35:37,"bug, part:mobile",59,41
Variable Search Functionality Does Not Support Chinese Characters,BB-Fly,复旦大学,grafana/grafana,101498,false,2025-03-03 07:08:55,,2025-03-11 02:18:35,"type/bug, type/accessibility, area/internationalization, automated-triage, area/dashboard/variable",53,47
grafana UI: wrong redirection to login (localhost:3000),jelmd,,grafana/grafana,101494,true,2025-03-03 02:46:54,2025-03-10 14:50:53,2025-03-12 02:30:42,"area/frontend/login, type/regression, automated-triage",37,63
Jira Service Management (Operations) Migration Tool,therealdwright,@BitGo,grafana/oncall,5472,false,2025-03-03 02:14:25,,2025-03-12 01:13:08,"feature request, more info needed, needs triage",47,53
grafana cli: loosing plugins on update,jelmd,,grafana/grafana,101493,true,2025-03-02 23:15:48,2025-03-06 14:59:33,2025-03-06 14:59:33,"type/bug, area/plugins, area/admin/user, automated-triage",20,80
Tag v11.5.2 has version 11.5.1 in package.json and build of v11.5.2 produces 11.5.1 binaries,youattd,@CrunchyData ,grafana/grafana,101492,false,2025-03-02 21:49:48,,2025-03-02 23:03:55,"type/build-packaging, area/backend, automated-triage",97,3
Add support for Structured Outputs,fabienne-m,,grafana/grafana-llm-app,581,false,2025-03-02 16:00:02,,2025-03-02 16:00:02,,52,48
[grafana] Incorrect HPA scaleTargetRef creation for StatefulSets,Ryan-Brice,@synergy-au ,grafana/helm-charts,3586,true,2025-03-02 11:24:07,2025-03-10 01:46:48,2025-03-10 01:46:48,,80,20
Upgrade @grafana/eslint-config/flat.js to ESM module,hongbo-miao,Archer Aviation | www.archer.com,grafana/eslint-config-grafana,45,false,2025-03-01 21:44:51,,2025-03-01 21:59:29,,29,71
prometheus.exporter.postgres export cpu usage,RulerChen,,grafana/alloy,2881,false,2025-03-01 05:30:41,,2025-03-13 15:58:43,,19,81
Grafana OnCall Telegram bot integration,nijatvhost007,,grafana/oncall,5470,false,2025-03-01 00:12:25,,2025-03-01 00:12:41,"bug, part:helm/kubernetes/docker, needs triage",57,43
[v2] feature-annotation-autodiscovery not setting namespace on metrics?,mikl,Högh Digital,grafana/k8s-monitoring-helm,1289,true,2025-02-28 23:01:25,2025-03-10 18:58:36,2025-03-17 17:58:45,,77,23
Migrate `pr-lint-backend` from Drone to GHAs,baldm0mma,,grafana/grafana,101480,true,2025-02-28 21:56:16,2025-03-03 18:29:37,2025-03-03 18:29:37,type/ci,77,23
Make Grafana more modular,mackerel225,,grafana/grafana,101478,false,2025-02-28 21:17:18,,2025-02-28 21:20:43,"type/feature-request, type/build-packaging, area/backend, area/configuration, automated-triage",81,19
`otelcol.receiver.filelog` defaults don't agree,petewall,Grafana Labs,grafana/alloy,2878,false,2025-02-28 20:48:39,,2025-02-28 20:49:40,bug,83,17
PPL queries are failing,VermaPriyanka,AWS,grafana/opensearch-datasource,578,false,2025-02-28 19:39:33,,2025-03-07 09:12:51,"type/bug, datasource/OpenSearch",7,93
Bug: Continuous Test Fails to Read Histogram Data After Successful Write,AneelkumarAmmanagi,,grafana/mimir,10770,false,2025-02-28 18:58:52,,2025-03-11 06:34:32,"bug, component/continuous-test",48,52
Provide script for health check,thiagogarbazza,Cast Informatica S.A.,grafana/docker-otel-lgtm,315,true,2025-02-28 17:23:05,2025-03-11 09:39:12,2025-03-11 09:39:12,,42,58
Documentation feedback: /docs/sources/reference/components/prometheus/prometheus.exporter.cadvisor.md,aleexharris,,grafana/alloy,2875,false,2025-02-28 16:41:19,,2025-02-28 17:06:42,,17,83
WebSockets stale preventing k6's shutdown,olegbespalov,Grafana Labs,grafana/k6,4598,false,2025-02-28 16:39:29,,2025-03-10 07:45:13,"evaluation needed, triage, area: websockets",51,49
Dashboards: ?Random? full page refresh,Lyky35,,grafana/grafana,101470,false,2025-02-28 16:28:32,,2025-02-28 16:31:46,"type/bug, area/auth, area/backend/api, type/regression, automated-triage",40,60
"Login: Default ""Update Your Password"" screen is unclickable",gelicia,Grafana,grafana/grafana,101468,false,2025-02-28 15:14:48,,2025-02-28 18:21:26,"type/bug, area/frontend/login",95,5
k6-browser Docker image not working in non-privileged environments,tao-aleixandre,,grafana/k6,4597,false,2025-02-28 14:51:33,,2025-03-12 17:15:52,"bug, triage",44,56
Logs: Collapsable JSON view,gtk-grafana,Grafana Labs,grafana/logs-drilldown,1118,false,2025-02-28 14:46:07,,2025-02-28 14:46:07,enhancement,51,49
PluginExtensions: Use the read only proxy before passing contextual data to the extension,mckn,,grafana/grafana,101464,false,2025-02-28 14:33:53,,2025-02-28 20:07:20,"area/plugins, area/frontend, internal, area/plugin-extensions",17,83
PluginExtensions: Add the extension point id to the information passed to the link/component/function.,mckn,,grafana/grafana,101463,false,2025-02-28 14:27:19,,2025-02-28 14:27:19,"area/plugins, area/frontend, internal, area/plugin-extensions",26,74
Panic in browser test due to a race,mstoykov,,grafana/k6,4596,true,2025-02-28 14:08:34,2025-03-06 19:21:36,2025-03-06 19:21:36,,58,42
Search Tags endpoint doesn't return intrinsics when the response size limit is hit,mdisibio,@grafana Engineer on Tempo,grafana/tempo,4769,true,2025-02-28 13:59:57,2025-03-04 20:12:05,2025-03-04 20:12:05,type/bug,79,21
Downloaded logs: include date in a readable format,matyax,Digital Bath,grafana/grafana,101461,false,2025-02-28 13:56:29,,2025-02-28 15:44:17,area/logs,32,68
Alloy traces otlp configuration issue,avramenkovladyslav,,grafana/alloy,2874,false,2025-02-28 13:43:36,,2025-02-28 13:46:43,,41,59
PluginExtensions: Remove deprecated extension APIs in G12,mckn,,grafana/grafana,101460,false,2025-02-28 13:36:07,,2025-03-14 14:16:40,"area/plugins, area/frontend, internal, area/plugin-extensions",44,56
"Set the maximum size available for traces, logs, and metrics",Garik-,@DaoCasino,grafana/docker-otel-lgtm,314,false,2025-02-28 12:38:27,,2025-03-03 13:13:10,,12,88
Query Library: Tidy up save/edit modal,ashharrison90,@grafana,grafana/grafana,101454,true,2025-02-28 11:58:55,2025-02-28 14:56:33,2025-02-28 14:56:33,"internal, area/query-library",51,49
Grafana: Links that update variables on current dashboard does not trigger refresh / update,iridos,,grafana/grafana,101453,false,2025-02-28 11:33:43,,2025-02-28 11:37:03,"type/bug, area/dashboard/data-links, type/regression, automated-triage, area/dashboard/variable",15,85
Helm Chart Log level debug not working,lpassolt-3as,,grafana/grafana-operator,1878,true,2025-02-28 11:07:09,2025-03-04 16:15:03,2025-03-04 16:15:03,triage/accepted,48,52
Docs: Fix ambiguity around extensions and plugin.json requirements,jackw,Grafana Labs @grafana ,grafana/plugin-tools,1583,false,2025-02-28 11:03:45,,2025-02-28 11:03:52,type/docs,6,94
Plugins: Remove Secrets Manager capabilities,wbrowne,Grafana Labs,grafana/grafana,101452,false,2025-02-28 10:43:44,,2025-02-28 10:43:51,internal,68,32
remotecfg: better handling of initial failures,tpaschalis,@grafana ,grafana/alloy,2873,false,2025-02-28 10:40:14,,2025-02-28 10:40:14,bug,98,2
remotecfg: better handling of --storage.path directory,tpaschalis,@grafana ,grafana/alloy,2872,false,2025-02-28 10:03:38,,2025-02-28 10:03:38,bug,98,2
Upgrade k6 to v0.57.0,Yeshwanth-Athmakuri,,grafana/xk6-faker,51,true,2025-02-28 09:54:22,2025-03-14 13:11:07,2025-03-14 13:11:08,,75,25
Upgrade k6 to v0.57.0,Yeshwanth-Athmakuri,,grafana/xk6-client-prometheus-remote,40,true,2025-02-28 09:50:12,2025-03-12 09:42:06,2025-03-12 09:42:08,,6,94
why querier need to query ingester directly?,zdyj3170101136,mihoyo,grafana/tempo,4767,false,2025-02-28 09:39:36,,2025-03-03 19:40:48,,46,54
Bug: Increased latency when loosing an ingester since 2.15.0,raspbeguy,,grafana/mimir,10764,false,2025-02-28 09:30:04,,2025-03-10 16:43:51,"bug, component/ingester, component/distributor",23,77
[chore] Upgrade to latest grafana/scenes,ifrost,,grafana/explore-profiles,446,false,2025-02-28 09:08:38,,2025-02-28 13:27:56,"priority/high, tech",97,3
Grafana Alerting: Alert not evaluated?,JCoelho008,,grafana/grafana,101448,true,2025-02-28 09:08:20,2025-02-28 12:00:29,2025-02-28 12:00:30,"type/bug, area/alerting, datasource/Prometheus, automated-triage",93,7
Support top level configuration,theSuess,@grafana,grafana/grafana-operator,1877,true,2025-02-28 08:47:10,2025-03-04 16:15:03,2025-03-04 16:15:03,triage/accepted,94,6
Add a metric to keep track of the discarded samples,kolesnikovae,,grafana/pyroscope,3959,false,2025-02-28 08:42:20,,2025-02-28 08:42:20,enhancement,93,7
grafana cli: ignores --config argument,jelmd,,grafana/grafana,101445,false,2025-02-28 07:04:17,,2025-02-28 07:08:15,"type/bug, area/configuration, automated-triage",78,22
Annotation scrape_interval not being set,petewall,Grafana Labs,grafana/k8s-monitoring-helm,1283,true,2025-02-28 03:06:34,2025-03-03 19:25:44,2025-03-03 19:25:44,,89,11
Support reading storage_config.object_store.named_stores from a separate file,ringerc,EnterpriseDB,grafana/loki,16494,false,2025-02-28 01:44:55,,2025-03-12 17:57:57,"type/feature, component/storage",43,57
[Doc] Link in Get started with Explore page does not link to the right page,Sophie-Pages,,grafana/grafana,101443,false,2025-02-28 00:03:32,,2025-03-02 09:24:03,"type/bug, type/docs, area/explore, automated-triage",99,1
[Doc] Link in Elasticsearch template variables page gives a Dashboard not found,Sophie-Pages,,grafana/grafana,101442,false,2025-02-27 23:53:40,,2025-02-28 21:56:15,"type/docs, area/dashboard/templating, datasource/Elasticsearch, automated-triage",80,20
Setting deltatocumulative processor,morley92,,grafana/docker-otel-lgtm,313,true,2025-02-27 21:17:15,2025-02-28 15:46:50,2025-02-28 15:46:52,,57,43
AdHocFilters: Allow custom value to be first,gtk-grafana,Grafana Labs,grafana/scenes,1065,false,2025-02-27 21:01:27,,2025-02-27 21:59:07,"usecase/app-plugins, area/variables",42,58
[Loki distributed ] Miss configuration to enable OTLP,nikurida,,grafana/helm-charts,3584,false,2025-02-27 20:49:54,,2025-03-02 18:30:29,,94,6
"Can't see the logs, traces",felipe-lettrlabs,,grafana/docker-otel-lgtm,312,false,2025-02-27 20:49:01,,2025-02-28 12:01:24,,16,84
Migrate frontend linting pipeline from Drone to GitHub Actions,kminehart,@grafana ,grafana/grafana,101435,true,2025-02-27 20:37:24,2025-03-13 20:28:49,2025-03-13 20:28:51,internal,25,75
Frontend: Certain pane widths cause infinite render loop,gelicia,Grafana,grafana/grafana,101434,true,2025-02-27 20:28:40,2025-02-28 10:19:46,2025-02-28 10:19:54,area/dashboard/edit,92,8
Sort metrics by usage in dashboards and alerts,NWRichmond,Grafana,grafana/metrics-drilldown,123,false,2025-02-27 18:10:28,,2025-02-27 18:10:28,,1,99
Missing testutils when building with xk6 version >= v0.14.0 (k6 v0.57.0),sccoache,Twilio,grafana/xk6-output-kafka,28,true,2025-02-27 17:27:37,2025-03-04 15:59:44,2025-03-13 12:03:13,,34,66
Pinned logs: show a message when the limit is reached,matyax,Digital Bath,grafana/grafana,101430,false,2025-02-27 16:08:16,,2025-02-27 16:08:52,type/bug,76,24
otelcol.receiver.jaeger thrift_compact protocol doesn't seem to bind to any port when config block is declared,andrewmitchell-21,,grafana/alloy,2870,true,2025-02-27 15:59:45,2025-02-27 16:06:15,2025-02-27 16:06:15,bug,43,57
AdHocVariables: Move custom value option to top,gtk-grafana,Grafana Labs,grafana/logs-drilldown,1116,false,2025-02-27 15:48:37,,2025-02-27 18:28:47,"enhancement, scenes, ux, feedback-form",48,52
[v2] Don't use deprecated concat stdlib function,jangaraj,Monitoring Artist,grafana/k8s-monitoring-helm,1281,true,2025-02-27 15:44:53,2025-03-03 19:37:12,2025-03-03 19:37:12,,24,76
App Authentication in Github Enterprise Server does not work,lehmanju,,grafana/github-datasource,426,true,2025-02-27 15:29:05,2025-03-04 09:10:30,2025-03-04 09:10:30,,59,41
Share button: Odd position with small viewports,gtk-grafana,Grafana Labs,grafana/logs-drilldown,1114,true,2025-02-27 15:27:47,2025-02-27 18:29:57,2025-02-27 18:29:58,ui,1,99
Dashboard & variables: Variables automatically updating,Erick-Bueno,Conceito Tecnologia,grafana/grafana,101425,false,2025-02-27 15:16:07,,2025-02-27 15:19:29,"type/feature-request, datasource/Prometheus, automated-triage, area/dashboard/variable",51,49
Add alternative with unpkg.com to modules page,yorugac,,grafana/k6-docs,1882,false,2025-02-27 15:09:48,,2025-02-28 09:30:11,"Area: OSS Content, frontline",51,49
Add a guide for MFA in k6 tests,yorugac,,grafana/k6-docs,1881,false,2025-02-27 15:02:25,,2025-03-17 14:21:53,"Area: OSS Content, Area: browser, examples, frontline",2,98
Dashboard & datasource plugin: Cannot add new scopedVar from datasource plugin anymore,cyrsep,,grafana/grafana,101421,true,2025-02-27 14:45:35,2025-03-10 14:44:58,2025-03-10 14:44:59,"type/bug, area/plugins, type/regression, automated-triage, area/dashboard/variable",90,10
Persist repeat by option when moving between grids,bfmatei,,grafana/grafana,101418,false,2025-02-27 14:34:10,,2025-02-27 14:34:38,"area/dashboard, internal, team/grafana-dashboards",96,4
Logs for check failures could be in level Error instead of Info,nadiamoe,@grafana ,grafana/xk6-sm,69,false,2025-02-27 14:22:30,,2025-02-27 14:22:30,,40,60
using env variable via envFromSecret in datasource does not work,kgoktas,,grafana/helm-charts,3583,true,2025-02-27 14:17:28,2025-02-27 19:34:43,2025-02-27 19:34:43,,11,89
Dashboards: Auto refresh param is not persisting in URL,gtk-grafana,Grafana Labs,grafana/grafana,101412,false,2025-02-27 13:14:00,,2025-02-27 13:14:55,"area/dashboard/timerange, team/grafana-dashboards",52,48
Post Install Permission Issue when running Alloy as Systemd Service,SnowyJaguar1034,,grafana/alloy,2869,true,2025-02-27 13:10:27,2025-03-11 21:48:01,2025-03-11 21:48:03,bug,84,16
`traces_target_info` is inconsistent and confusing,gouthamve,Grafana Labs,grafana/beyla,1707,true,2025-02-27 13:05:00,2025-03-12 08:47:07,2025-03-12 08:47:07,,7,93
Allow custom bind IP in grr serve,Avi0,,grafana/grizzly,594,false,2025-02-27 12:50:35,,2025-02-27 12:50:35,,48,52
(helm) Add ability to configure livenessProbe for agent container in helm chart,slimes28,,grafana/alloy,2867,true,2025-02-27 12:29:49,2025-03-10 19:48:43,2025-03-10 19:48:43,,19,81
Improve discoverability to filter in Trace View,nadinevehling,@grafana,grafana/traces-drilldown,352,false,2025-02-27 12:07:37,,2025-02-27 12:08:25,area/ux,73,27
[bug] Selecting time range templates in drilldown profiles diff view leads to fatal error,thampiotr,Grafana Labs,grafana/explore-profiles,444,true,2025-02-27 11:39:09,2025-03-03 09:12:14,2025-03-03 09:12:15,bug,55,45
HTTP traffic metrics issue,Pickausernaame,,grafana/beyla,1706,false,2025-02-27 11:29:18,,2025-02-28 15:04:06,,69,31
Options on interval variable format,thomasbromkapsdata,,grafana/grafana,101403,false,2025-02-27 11:11:34,,2025-02-27 11:14:41,"type/feature-request, automated-triage, area/dashboard/variable",66,34
Documentation feedback: /docs/sources/get-started/deployment-modes.md,Etalase244,Gigit ,grafana/loki,16488,false,2025-02-27 11:10:42,,2025-03-11 20:00:39,,62,38
"SQL Expressions: Referencing a Frontend DS (eg Infinity) gives ""no data""",samjewell,Grafana Labs,grafana/grafana,101399,false,2025-02-27 10:52:08,,2025-02-27 10:55:20,"internal, area/expressions/sql",58,42
Grafana Dashboards: Duplicate dashboard after restart,dirkckau,,grafana/grafana,101397,false,2025-02-27 10:37:41,,2025-03-03 10:04:56,"type/bug, area/dashboard/templating, area/provisioning, type/regression, automated-triage",46,54
otelcol.exporter.awss3 sumo_ic marshaler not working,wildum,,grafana/alloy,2864,true,2025-02-27 10:27:43,2025-03-07 16:01:55,2025-03-07 16:01:55,bug,68,32
Grafana Stat Panel - Multiple Thresholds for one Value,KarloDerEchte,Karlo-Hosting,grafana/grafana,101394,false,2025-02-27 09:45:56,,2025-02-27 09:49:22,"type/feature-request, area/panel/stat, area/transformations, automated-triage",61,39
"No error when asserting ""undefined"" value with ""to.include()""",andriuspit,,grafana/k6-jslib-k6chaijs,21,false,2025-02-27 09:19:43,,2025-02-27 09:19:43,,36,64
Promtail error : entry for stream xxxx has xx label names, limit 15,,DuvelCorp,,grafana/loki,16486,true,2025-02-27 08:31:14,2025-03-11 20:06:26,71,29
Outgoing e-mail connector / trigger,kazagz,,grafana/oncall,5469,false,2025-02-27 07:40:12,,2025-02-27 07:40:40,"feature request, part:alert flow & configuration, needs triage",50,50
Would you accept a Prometheus-kube mixin?,KlavsKlavsen,EnableIT,grafana/oncall,5468,false,2025-02-27 07:35:49,,2025-02-27 07:39:58,"feature request, part:metrics/logging, needs triage",2,98
Metric for people in oncall with no 'live' connectivy method,KlavsKlavsen,EnableIT,grafana/oncall,5467,false,2025-02-27 07:31:39,,2025-02-27 07:32:03,"feature request, part:metrics/logging, needs triage",15,85
Updating alert group based on response from outgoing webhook,kazagz,,grafana/oncall,5466,false,2025-02-27 07:16:40,,2025-02-27 07:17:19,"feature request, part:alert flow & configuration, needs triage",37,63
jfr parser ParseEvent error: error reading CP: unknown type 0 @ <offset>,Sreenitti,,grafana/alloy,2861,true,2025-02-27 03:53:13,2025-03-06 12:06:39,2025-03-06 12:06:40,bug,88,12
Datasource: Error when adding Mimir alert manager data source,cxk314,Sherwin-Williams,grafana/grafana,101389,false,2025-02-27 02:01:24,,2025-03-14 00:45:31,"type/bug, area/alerting, datasource/Alertmanager, automated-triage",52,48
Add Copilot Metrics Query Type,xbglowx,@missionlane ,grafana/github-datasource,425,false,2025-02-26 23:43:14,,2025-02-26 23:43:14,,89,11
[Doc] Roadmap and prioritize new content needed for Grafana Enterprise documentation,jtvdez,,grafana/grafana,101386,false,2025-02-26 22:37:28,,2025-02-26 22:37:40,"no-changelog, internal",44,56
[Doc] Audit existing content for reuse in the Grafana Enterprise documentation,jtvdez,,grafana/grafana,101384,false,2025-02-26 22:13:36,,2025-03-12 21:37:38,"no-changelog, internal",84,16
[Doc] Contribute to/complete the Grafana Enterprise manual design document,jtvdez,,grafana/grafana,101383,false,2025-02-26 22:10:34,,2025-03-05 19:36:56,"no-changelog, internal",1,99
[DOC][EPIC]Create standalone Grafana Enterprise documentation set,jtvdez,,grafana/grafana,101382,false,2025-02-26 22:03:07,,2025-03-10 20:52:28,"type/docs, no-changelog, internal",73,27
Alerting/Loki: Enforce query is a metrics query in query editor,stevesg,@grafana ,grafana/grafana,101378,false,2025-02-26 21:05:27,,2025-02-26 21:05:27,"area/alerting, area/frontend, datasource/Loki",50,50
Support disable_provenance on `grafana_rule_group`,sidewinder12s,Aurora Innovation,grafana/terraform-provider-grafana,2048,true,2025-02-26 19:32:43,2025-02-26 19:33:43,2025-02-26 19:33:55,,97,3
Link extension: include/exclude empty fields displays encoded value in combobox,gtk-grafana,Grafana Labs,grafana/logs-drilldown,1110,true,2025-02-26 18:32:39,2025-02-27 17:53:05,2025-02-27 17:53:05,bug,20,80
migrate GEL release branches to use GAR,trevorwhitney,,grafana/loki-release,222,false,2025-02-26 18:18:40,,2025-02-26 18:18:40,,51,49
move build artifacts to GAR,trevorwhitney,,grafana/loki-release,221,false,2025-02-26 18:17:23,,2025-02-26 18:17:23,,59,41
setup GAR repository for Loki,trevorwhitney,,grafana/loki-release,220,false,2025-02-26 18:15:32,,2025-03-07 13:45:58,,96,4
Use native runners for dist,trevorwhitney,,grafana/loki-release,219,false,2025-02-26 18:13:54,,2025-02-26 18:13:54,,75,25
Variables: Combobox browser history support,gtk-grafana,Grafana Labs,grafana/logs-drilldown,1109,false,2025-02-26 17:27:41,,2025-02-26 17:27:41,,51,49
Add support for swift package manager,robert-northmind,Grafana Labs,grafana/faro-flutter-sdk,35,false,2025-02-26 17:15:47,,2025-02-26 17:16:20,,74,26
[New Data Source]: Openai,ldorigo,,grafana/grafana,101373,false,2025-02-26 17:03:53,,2025-02-26 17:03:53,"area/datasource, type/new-plugin-request",34,66
Timeout support in execWithTimeout() and  queryWithTimeout() functions,szkiba,,grafana/xk6-sql,127,true,2025-02-26 16:23:42,2025-02-26 17:05:00,2025-02-26 17:05:00,enhancement,84,16
Setting `panel.row.withCollapsed(false)` clears entire row from panels.,aamkye,@Inetum-Poland ,grafana/grafonnet,239,true,2025-02-26 16:18:51,2025-03-01 10:11:19,2025-03-01 10:11:20,,50,50
Inconsistent Kafka behaviour,3timeslazy,@zededa,grafana/beyla,1703,false,2025-02-26 16:04:37,,2025-02-26 16:07:19,,60,40
Replace new panel's viz with a configure button,bfmatei,,grafana/grafana,101369,false,2025-02-26 16:00:28,,2025-02-26 16:00:55,"area/dashboard, internal, team/grafana-dashboards",51,49
Propagate panel edits to repeated panels,bfmatei,,grafana/grafana,101368,false,2025-02-26 15:57:55,,2025-02-26 15:58:22,"area/dashboard, internal, team/grafana-dashboards",37,63
k6deps does not follow links in archives,pablochacin,grafana labs,grafana/k6deps,71,true,2025-02-26 15:03:43,2025-02-27 13:11:41,2025-02-28 13:28:41,bug,55,45
codegen: Conflict with provided Kinds,bcotton,Grafana Labs,grafana/grafana-app-sdk,666,false,2025-02-26 14:56:08,,2025-02-26 14:56:08,,51,49
Alerting: {{ .DashboardURL }} is always empty for ng_alert_notification.txt,wojtekadams,,grafana/grafana,101356,false,2025-02-26 14:04:03,,2025-02-26 14:07:28,"type/bug, area/alerting, automated-triage",58,42
Explore and dashboards: result of Percentiles/Extended stats are not shown,kouaksms,,grafana/opensearch-datasource,587,false,2025-02-26 14:00:52,,2025-03-10 18:17:36,"type/bug, datasource/OpenSearch",16,84
[NodeGraph] Node placement options,pavriet-boxtal,,grafana/grafana,101351,false,2025-02-26 13:27:11,,2025-02-26 13:30:39,"type/feature-request, area/panel/node-graph, automated-triage",65,35
Feature request: Support aggregated data for all repos in an organization,xiaogangwen,,grafana/github-datasource,424,true,2025-02-26 13:24:31,2025-02-28 09:54:05,2025-02-28 12:57:21,,16,84
Labels not ordered in the examples,bigon,Inuits BVBA,grafana/xk6-client-prometheus-remote,39,false,2025-02-26 13:13:48,,2025-02-26 13:14:34,,42,58
Move to Go 1.24,paul1r,Grafana Labs,grafana/loki-release,217,true,2025-02-26 13:12:08,2025-03-06 15:02:54,2025-03-06 15:02:54,,25,75
Fix GEL 'dist' step,paul1r,Grafana Labs,grafana/loki-release,216,true,2025-02-26 13:10:07,2025-03-05 14:42:05,2025-03-05 14:42:06,,4,96
Streaming JSON parser for Google sheets,szabalza,,grafana/google-sheets-datasource,312,false,2025-02-26 12:57:37,,2025-02-26 12:57:37,,13,87
Add support for Zabbix 7.2,szabalza,,grafana/grafana-zabbix,1979,false,2025-02-26 12:57:22,,2025-02-26 12:57:22,,26,74
Streaming JSON parser for Big Query,szabalza,,grafana/google-bigquery-datasource,322,false,2025-02-26 12:55:48,,2025-02-26 12:55:48,,78,22
remotecfg: success metric not updated properly in case of a NotModified response,tpaschalis,@grafana ,grafana/alloy,2844,true,2025-02-26 12:53:59,2025-03-08 18:21:28,2025-03-08 18:21:29,bug,59,41
Add poll watch mode to `grr watch`,FeJe,,grafana/grizzly,593,false,2025-02-26 12:09:34,,2025-02-26 12:09:34,,100,0
Enhancement: Change metrics check scripts to support PromQL,Dasomeone,Grafana Labs,grafana/integration-sample-apps,34,false,2025-02-26 11:59:42,,2025-02-26 11:59:42,enhancement,5,95
Extract values from labels in loki.relabel,setpill,,grafana/alloy,2842,false,2025-02-26 11:53:25,,2025-02-26 11:53:25,enhancement,19,81
Google Cloud Monitoring datasource MQL deprecation,augustinas-s,,grafana/grafana,101348,false,2025-02-26 11:44:00,,2025-02-26 11:47:16,"type/question, datasource/GoogleCloudMonitoring, automated-triage",83,17
Combobox: Options truncate when on the right side of the page,tskarhed,Grafana Labs,grafana/grafana,101344,false,2025-02-26 11:10:23,,2025-03-14 12:48:42,"type/bug, effort/small, prio/low, area/grafana/ui, onboarding",12,88
Trace list shows attributes that are contextualized or customized,alexbikfalvi,@grafana,grafana/traces-drilldown,351,false,2025-02-26 10:51:17,,2025-02-26 10:51:17,GA,47,53
